,0,1,2,3,4,5,6,7,8,9,10,11,12,13
74,4,4.0,11.0,1.0,0.0,12.0,2.0,0,1,0.0,0.0,42.0,0.0,0
75,4,5.0,5.0,0.0,2.0,5.0,3.0,1,1,0.0,0.0,35.0,0.0,0
76,5,0.0,1.0,3.0,4.0,3.0,3.0,0,1,0.0,0.0,50.0,0.0,0
77,4,4.0,8.0,1.0,1.0,5.0,3.0,0,1,0.0,0.0,40.0,0.0,0
78,5,0.0,13.0,1.0,3.0,0.0,5.0,1,1,3.0,0.0,40.0,0.0,0
79,5,0.0,12.0,11.0,2.0,7.0,1.0,1,1,0.0,0.0,40.0,3.0,0
80,4,0.0,12.0,14.0,0.0,8.0,2.0,1,1,0.0,0.0,40.0,20.0,0
81,5,0.0,15.0,14.0,3.0,7.0,3.0,1,1,0.0,0.0,40.0,0.0,0
82,4,0.0,3.0,2.0,1.0,2.0,5.0,1,1,0.0,0.0,15.0,0.0,0
83,4,5.0,10.0,10.0,2.0,5.0,3.0,1,1,0.0,0.0,38.0,0.0,0
84,5,1.0,14.0,1.0,0.0,9.0,2.0,0,1,3.0,0.0,8.0,0.0,0
85,5,0.0,4.0,1.0,0.0,1.0,2.0,0,1,0.0,0.0,40.0,0.0,0
86,5,0.0,27.0,0.0,3.0,4.0,5.0,1,1,0.0,0.0,40.0,0.0,0
87,4,0.0,6.0,12.0,2.0,6.0,1.0,0,1,0.0,0.0,24.0,0.0,0
88,5,0.0,8.0,5.0,0.0,5.0,2.0,0,1,0.0,0.0,40.0,0.0,0
89,4,1.0,1.0,3.0,0.0,4.0,2.0,1,1,0.0,0.0,45.0,0.0,0
90,5,0.0,2.0,1.0,0.0,3.0,2.0,0,1,0.0,0.0,40.0,0.0,0
91,4,0.0,10.0,1.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,17.0,0
92,5,0.0,4.0,1.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
93,4,0.0,11.0,1.0,2.0,6.0,1.0,1,1,0.0,0.0,40.0,0.0,0
94,4,0.0,12.0,1.0,5.0,10.0,3.0,1,1,0.0,0.0,37.0,0.0,0
95,5,0.0,5.0,1.0,2.0,0.0,3.0,0,1,0.0,0.0,16.0,0.0,0
96,5,7.0,6.0,3.0,0.0,13.0,2.0,0,1,0.0,0.0,40.0,0.0,0
97,4,0.0,11.0,3.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
98,5,0.0,8.0,3.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
99,4,4.0,11.0,3.0,4.0,4.0,4.0,0,1,0.0,0.0,33.0,0.0,0
100,5,0.0,7.0,1.0,0.0,0.0,2.0,1,1,0.0,0.0,45.0,0.0,0
101,5,0.0,4.0,3.0,0.0,2.0,2.0,0,1,0.0,0.0,42.0,0.0,0
102,5,0.0,4.0,10.0,0.0,4.0,2.0,0,1,5.0,0.0,40.0,0.0,0
103,4,0.0,8.0,3.0,1.0,8.0,5.0,1,1,0.0,0.0,40.0,0.0,0
104,5,0.0,10.0,3.0,0.0,10.0,2.0,0,1,0.0,0.0,40.0,3.0,0
105,4,0.0,18.0,1.0,2.0,0.0,1.0,1,1,0.0,0.0,40.0,0.0,0
106,4,0.0,7.0,3.0,1.0,10.0,3.0,0,1,0.0,0.0,50.0,0.0,0
107,5,0.0,17.0,3.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
108,4,0.0,19.0,12.0,1.0,1.0,5.0,0,1,0.0,0.0,40.0,0.0,0
109,4,1.0,9.0,3.0,0.0,2.0,0.0,1,1,0.0,0.0,20.0,0.0,0
110,5,0.0,8.0,1.0,4.0,3.0,5.0,0,1,0.0,0.0,50.0,0.0,0
111,4,0.0,9.0,3.0,1.0,3.0,3.0,0,1,0.0,0.0,15.0,0.0,0
112,5,0.0,10.0,1.0,2.0,2.0,5.0,1,1,0.0,0.0,40.0,0.0,0
113,4,0.0,9.0,1.0,0.0,2.0,2.0,0,1,0.0,0.0,40.0,0.0,0
114,5,0.0,1.0,3.0,1.0,4.0,5.0,0,1,0.0,0.0,12.0,0.0,0
115,5,0.0,10.0,1.0,2.0,2.0,1.0,0,1,0.0,0.0,25.0,0.0,0
116,4,0.0,2.0,3.0,4.0,2.0,3.0,1,1,0.0,0.0,24.0,0.0,0
117,5,0.0,13.0,3.0,0.0,1.0,0.0,0,1,0.0,0.0,40.0,0.0,0
118,4,0.0,8.0,10.0,2.0,0.0,3.0,1,1,0.0,0.0,40.0,0.0,0
119,5,0.0,22.0,3.0,0.0,1.0,0.0,1,1,0.0,0.0,40.0,0.0,0
120,4,0.0,9.0,3.0,0.0,12.0,2.0,0,1,0.0,0.0,40.0,0.0,0
121,4,1.0,10.0,1.0,0.0,4.0,0.0,1,1,0.0,0.0,15.0,0.0,0
122,4,1.0,10.0,2.0,2.0,1.0,3.0,0,1,0.0,0.0,40.0,0.0,0
123,4,0.0,24.0,3.0,2.0,7.0,3.0,0,1,0.0,0.0,40.0,0.0,0
124,4,0.0,10.0,3.0,1.0,7.0,3.0,1,1,0.0,0.0,40.0,0.0,0
125,5,0.0,6.0,1.0,0.0,8.0,2.0,1,1,0.0,0.0,40.0,0.0,0
126,5,0.0,10.0,6.0,0.0,0.0,2.0,0,1,5.0,0.0,40.0,0.0,0
127,5,0.0,10.0,1.0,0.0,3.0,2.0,1,1,0.0,0.0,44.0,0.0,0
128,5,0.0,10.0,3.0,0.0,7.0,2.0,1,1,0.0,0.0,60.0,0.0,0
129,5,5.0,3.0,1.0,1.0,8.0,5.0,1,1,0.0,0.0,50.0,0.0,0
130,5,0.0,2.0,1.0,2.0,3.0,3.0,0,1,0.0,0.0,50.0,0.0,0
131,4,1.0,11.0,3.0,0.0,2.0,0.0,1,1,0.0,15.0,20.0,0.0,0
132,5,0.0,21.0,3.0,2.0,4.0,5.0,0,1,0.0,0.0,40.0,0.0,0
133,4,0.0,17.0,2.0,2.0,2.0,1.0,0,1,0.0,0.0,15.0,0.0,0
134,4,0.0,12.0,0.0,2.0,5.0,3.0,0,1,0.0,0.0,30.0,0.0,0
135,4,0.0,6.0,6.0,1.0,3.0,3.0,0,1,0.0,0.0,50.0,0.0,0
136,4,0.0,7.0,6.0,2.0,3.0,3.0,0,1,0.0,0.0,35.0,0.0,0
137,5,0.0,10.0,1.0,2.0,0.0,3.0,0,1,0.0,0.0,40.0,0.0,0
138,4,2.0,10.0,0.0,0.0,1.0,2.0,0,1,0.0,0.0,50.0,4.0,0
139,4,0.0,12.0,3.0,2.0,3.0,3.0,0,1,0.0,0.0,48.0,0.0,0
140,4,5.0,7.0,1.0,1.0,5.0,5.0,1,1,0.0,0.0,40.0,0.0,0
141,5,0.0,10.0,3.0,2.0,3.0,1.0,1,1,0.0,0.0,48.0,0.0,0
142,5,7.0,10.0,5.0,4.0,13.0,3.0,0,1,0.0,0.0,40.0,0.0,0
143,5,0.0,5.0,0.0,0.0,4.0,2.0,1,1,0.0,0.0,40.0,0.0,0
144,5,1.0,1.0,12.0,1.0,1.0,3.0,0,1,0.0,0.0,45.0,0.0,0
145,4,1.0,2.0,6.0,1.0,4.0,5.0,1,1,0.0,0.0,35.0,0.0,0
146,4,0.0,12.0,12.0,1.0,7.0,3.0,0,1,0.0,0.0,40.0,0.0,0
147,5,0.0,5.0,1.0,2.0,7.0,3.0,0,1,0.0,0.0,40.0,0.0,0
148,5,0.0,3.0,1.0,0.0,1.0,2.0,1,1,0.0,0.0,60.0,0.0,0
149,5,0.0,17.0,2.0,1.0,1.0,3.0,0,1,0.0,0.0,40.0,0.0,0
150,4,0.0,4.0,0.0,2.0,2.0,3.0,1,1,0.0,0.0,21.0,8.0,0
151,5,0.0,8.0,1.0,2.0,2.0,4.0,1,1,4.0,0.0,25.0,0.0,0
152,4,0.0,17.0,3.0,0.0,7.0,2.0,0,1,5.0,0.0,40.0,0.0,0
153,4,0.0,6.0,3.0,2.0,10.0,1.0,0,1,0.0,0.0,40.0,0.0,0
154,5,0.0,4.0,0.0,0.0,6.0,0.0,1,1,0.0,0.0,40.0,17.0,0
155,5,0.0,9.0,1.0,2.0,3.0,3.0,0,1,0.0,0.0,45.0,0.0,0
156,4,3.0,8.0,1.0,2.0,0.0,3.0,1,1,0.0,0.0,40.0,0.0,0
157,5,0.0,7.0,5.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
158,5,0.0,9.0,3.0,1.0,3.0,5.0,1,1,0.0,0.0,30.0,0.0,0
159,5,1.0,1.0,3.0,5.0,1.0,3.0,1,1,0.0,0.0,40.0,0.0,0
160,5,0.0,9.0,4.0,3.0,5.0,3.0,0,1,0.0,0.0,35.0,0.0,0
161,5,1.0,1.0,6.0,0.0,9.0,2.0,0,1,0.0,0.0,30.0,0.0,0
162,4,0.0,10.0,6.0,2.0,3.0,3.0,0,1,0.0,0.0,45.0,0.0,0
163,5,0.0,16.0,11.0,0.0,7.0,2.0,0,1,0.0,0.0,40.0,20.0,0
164,4,0.0,10.0,5.0,1.0,5.0,5.0,0,1,0.0,0.0,40.0,0.0,0
165,4,0.0,18.0,1.0,2.0,2.0,3.0,0,1,0.0,0.0,30.0,0.0,0
166,4,0.0,4.0,3.0,2.0,3.0,3.0,1,1,2.0,0.0,48.0,0.0,0
167,5,0.0,7.0,3.0,2.0,7.0,1.0,0,1,0.0,0.0,34.0,0.0,0
168,4,5.0,8.0,1.0,2.0,2.0,1.0,1,1,0.0,0.0,20.0,0.0,0
169,5,0.0,9.0,3.0,0.0,3.0,2.0,0,1,0.0,0.0,65.0,0.0,0
170,5,0.0,5.0,3.0,4.0,3.0,5.0,0,1,0.0,0.0,40.0,0.0,0
171,4,0.0,4.0,3.0,0.0,3.0,0.0,1,1,0.0,0.0,38.0,0.0,0
172,5,0.0,16.0,3.0,1.0,8.0,5.0,1,1,0.0,0.0,40.0,0.0,0
173,4,7.0,10.0,1.0,2.0,13.0,1.0,1,1,0.0,0.0,12.0,0.0,0
174,5,0.0,3.0,11.0,2.0,2.0,4.0,0,1,0.0,0.0,25.0,36.0,0
175,4,4.0,7.0,4.0,0.0,5.0,2.0,1,1,0.0,0.0,35.0,0.0,0
176,5,0.0,6.0,3.0,2.0,1.0,1.0,1,1,0.0,0.0,20.0,0.0,0
177,4,0.0,9.0,1.0,2.0,2.0,1.0,1,1,0.0,0.0,37.0,0.0,0
178,5,0.0,11.0,3.0,1.0,6.0,1.0,0,1,0.0,0.0,40.0,0.0,0
179,5,3.0,1.0,6.0,1.0,5.0,5.0,1,1,0.0,0.0,40.0,0.0,0
180,4,0.0,10.0,12.0,0.0,7.0,2.0,0,1,0.0,0.0,40.0,0.0,0
181,5,0.0,4.0,1.0,1.0,8.0,5.0,0,1,0.0,0.0,55.0,0.0,0
182,4,0.0,8.0,12.0,0.0,3.0,2.0,1,1,0.0,0.0,15.0,0.0,0
183,5,0.0,1.0,7.0,2.0,2.0,1.0,1,1,0.0,0.0,30.0,0.0,0
184,4,0.0,1.0,3.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
185,5,7.0,8.0,12.0,1.0,13.0,3.0,1,1,0.0,0.0,99.0,0.0,0
186,4,7.0,9.0,12.0,2.0,13.0,1.0,0,1,0.0,0.0,20.0,0.0,0
187,4,0.0,5.0,1.0,4.0,3.0,3.0,0,1,0.0,0.0,40.0,0.0,0
188,4,7.0,15.0,1.0,2.0,13.0,3.0,1,1,0.0,0.0,40.0,0.0,0
189,5,0.0,19.0,3.0,0.0,10.0,2.0,1,1,0.0,0.0,35.0,0.0,0
190,4,0.0,7.0,3.0,4.0,3.0,5.0,1,1,0.0,0.0,40.0,0.0,0
191,5,0.0,7.0,1.0,2.0,7.0,3.0,1,1,0.0,0.0,42.0,0.0,0
192,5,0.0,8.0,3.0,0.0,1.0,2.0,0,1,0.0,0.0,40.0,0.0,0
193,5,1.0,10.0,1.0,0.0,1.0,2.0,1,1,0.0,17.0,40.0,0.0,0
194,4,0.0,4.0,0.0,2.0,3.0,3.0,0,1,0.0,0.0,45.0,0.0,0
195,4,0.0,13.0,3.0,4.0,3.0,3.0,0,1,0.0,0.0,38.0,0.0,0
196,5,0.0,11.0,1.0,4.0,4.0,5.0,0,1,0.0,0.0,40.0,0.0,0
197,5,7.0,1.0,3.0,0.0,13.0,0.0,0,1,0.0,0.0,5.0,0.0,0
198,5,0.0,17.0,9.0,2.0,8.0,5.0,1,1,0.0,0.0,40.0,0.0,0
199,4,0.0,29.0,8.0,2.0,2.0,4.0,1,1,0.0,0.0,35.0,31.0,0
200,4,0.0,13.0,6.0,0.0,5.0,2.0,1,1,0.0,0.0,24.0,0.0,0
201,5,0.0,15.0,0.0,0.0,1.0,2.0,0,1,0.0,0.0,40.0,0.0,0
202,4,3.0,12.0,3.0,1.0,8.0,3.0,1,1,0.0,0.0,40.0,0.0,0
203,4,0.0,5.0,3.0,4.0,7.0,3.0,0,1,0.0,0.0,10.0,0.0,0
204,5,0.0,3.0,3.0,0.0,8.0,4.0,0,1,0.0,0.0,40.0,0.0,0
205,5,0.0,12.0,7.0,0.0,12.0,2.0,0,1,0.0,0.0,40.0,31.0,0
206,4,0.0,10.0,14.0,3.0,8.0,4.0,1,1,0.0,0.0,40.0,36.0,0
207,4,0.0,8.0,10.0,2.0,8.0,1.0,0,1,0.0,0.0,40.0,0.0,0
208,4,0.0,36.0,12.0,2.0,2.0,1.0,1,1,0.0,0.0,15.0,0.0,0
209,4,0.0,13.0,10.0,2.0,2.0,3.0,0,1,0.0,0.0,37.0,0.0,0
210,5,0.0,9.0,1.0,2.0,4.0,1.0,1,1,0.0,0.0,40.0,0.0,0
211,4,0.0,17.0,3.0,1.0,2.0,5.0,0,1,0.0,0.0,40.0,0.0,0
212,4,0.0,5.0,0.0,2.0,1.0,3.0,1,1,0.0,0.0,45.0,0.0,0
213,5,0.0,17.0,3.0,1.0,7.0,1.0,1,1,0.0,0.0,40.0,0.0,0
214,5,0.0,3.0,3.0,2.0,1.0,3.0,1,1,0.0,0.0,49.0,0.0,0
215,5,7.0,4.0,10.0,0.0,13.0,2.0,1,1,0.0,0.0,2.0,0.0,0
216,4,3.0,9.0,5.0,0.0,8.0,2.0,0,1,4.0,0.0,40.0,36.0,0
217,5,0.0,8.0,1.0,1.0,4.0,3.0,0,1,0.0,0.0,40.0,0.0,0
218,4,0.0,8.0,3.0,0.0,8.0,1.0,0,1,0.0,0.0,20.0,0.0,0
219,5,0.0,10.0,1.0,4.0,4.0,3.0,0,1,0.0,0.0,45.0,0.0,0
220,4,0.0,4.0,5.0,2.0,3.0,3.0,0,1,0.0,0.0,40.0,0.0,0
221,4,0.0,9.0,3.0,0.0,7.0,2.0,0,1,0.0,0.0,40.0,0.0,0
222,4,0.0,1.0,12.0,2.0,2.0,1.0,0,1,0.0,0.0,16.0,0.0,0
223,4,0.0,2.0,1.0,1.0,8.0,5.0,1,1,0.0,0.0,40.0,0.0,0
224,5,7.0,20.0,1.0,3.0,13.0,3.0,0,1,0.0,0.0,40.0,0.0,0
225,4,0.0,9.0,11.0,4.0,11.0,3.0,0,1,0.0,0.0,30.0,0.0,0
226,5,0.0,11.0,1.0,2.0,5.0,3.0,0,1,3.0,0.0,50.0,0.0,0
227,4,2.0,1.0,3.0,0.0,1.0,2.0,0,1,0.0,0.0,50.0,0.0,0
228,4,0.0,11.0,1.0,0.0,1.0,2.0,0,1,0.0,0.0,35.0,0.0,0
229,4,0.0,6.0,1.0,2.0,5.0,1.0,0,1,0.0,0.0,2.0,0.0,0
230,5,0.0,16.0,9.0,2.0,12.0,1.0,0,1,0.0,0.0,35.0,0.0,0
231,4,4.0,9.0,1.0,0.0,12.0,2.0,1,1,0.0,0.0,40.0,0.0,0
232,4,0.0,8.0,3.0,0.0,8.0,0.0,1,1,0.0,0.0,40.0,0.0,0
233,4,0.0,5.0,2.0,1.0,10.0,1.0,1,1,0.0,0.0,40.0,0.0,0
234,5,0.0,6.0,5.0,2.0,4.0,1.0,1,1,0.0,0.0,40.0,0.0,0
235,5,0.0,10.0,1.0,1.0,9.0,5.0,1,1,0.0,0.0,45.0,0.0,0
236,5,0.0,12.0,3.0,0.0,8.0,2.0,0,1,0.0,0.0,40.0,0.0,0
237,5,0.0,5.0,6.0,0.0,7.0,2.0,1,1,0.0,0.0,40.0,0.0,0
238,5,0.0,7.0,1.0,2.0,8.0,3.0,0,1,0.0,0.0,40.0,0.0,0
239,5,0.0,11.0,3.0,0.0,1.0,2.0,1,1,0.0,0.0,60.0,0.0,0
240,4,0.0,8.0,0.0,2.0,4.0,1.0,1,1,0.0,0.0,40.0,0.0,0
241,4,0.0,12.0,1.0,2.0,5.0,1.0,1,1,0.0,0.0,10.0,0.0,0
242,5,0.0,6.0,1.0,0.0,1.0,2.0,1,1,0.0,0.0,50.0,0.0,0
243,4,0.0,11.0,3.0,0.0,3.0,0.0,1,1,0.0,0.0,35.0,0.0,0
244,4,0.0,7.0,10.0,2.0,8.0,3.0,0,1,0.0,0.0,40.0,0.0,0
245,4,0.0,9.0,3.0,0.0,6.0,2.0,0,1,0.0,0.0,40.0,0.0,0
246,5,0.0,9.0,0.0,2.0,4.0,1.0,0,1,0.0,0.0,40.0,0.0,0
247,5,0.0,8.0,12.0,1.0,2.0,3.0,0,1,0.0,0.0,40.0,0.0,0
248,5,4.0,7.0,10.0,0.0,5.0,2.0,0,1,0.0,16.0,4.0,9.0,0
249,5,0.0,17.0,1.0,2.0,3.0,3.0,1,1,0.0,0.0,40.0,0.0,0
250,4,4.0,13.0,10.0,3.0,4.0,5.0,1,1,0.0,0.0,45.0,0.0,0
251,5,0.0,3.0,8.0,1.0,2.0,5.0,0,1,0.0,0.0,50.0,0.0,0
252,5,0.0,4.0,3.0,0.0,1.0,2.0,1,1,0.0,0.0,40.0,0.0,0
253,5,5.0,5.0,1.0,0.0,9.0,2.0,0,1,0.0,0.0,40.0,0.0,0
254,4,0.0,9.0,3.0,1.0,8.0,5.0,0,1,0.0,0.0,35.0,0.0,0
255,4,1.0,9.0,12.0,0.0,2.0,0.0,1,1,2.0,0.0,40.0,0.0,0
256,4,0.0,6.0,0.0,0.0,4.0,2.0,1,1,0.0,0.0,40.0,0.0,0
257,4,0.0,5.0,1.0,2.0,1.0,3.0,0,1,0.0,0.0,38.0,0.0,0
258,4,0.0,4.0,0.0,0.0,1.0,2.0,0,1,0.0,0.0,40.0,0.0,0
259,5,0.0,24.0,3.0,0.0,6.0,2.0,1,1,0.0,0.0,40.0,0.0,0
260,4,0.0,11.0,8.0,0.0,10.0,2.0,1,1,0.0,0.0,40.0,12.0,0
261,4,0.0,15.0,3.0,0.0,10.0,2.0,0,1,0.0,0.0,40.0,12.0,0
262,5,0.0,11.0,3.0,1.0,7.0,1.0,1,1,0.0,0.0,40.0,0.0,0
263,4,0.0,9.0,2.0,0.0,1.0,2.0,0,1,0.0,0.0,40.0,0.0,0
264,5,0.0,10.0,3.0,0.0,7.0,2.0,0,1,0.0,0.0,40.0,0.0,0
265,5,0.0,5.0,1.0,2.0,6.0,1.0,1,1,0.0,0.0,35.0,0.0,0
266,4,0.0,1.0,12.0,2.0,1.0,3.0,0,1,0.0,0.0,50.0,0.0,0
267,5,0.0,11.0,1.0,2.0,7.0,3.0,1,1,0.0,0.0,21.0,0.0,0
268,5,0.0,8.0,7.0,4.0,2.0,3.0,1,1,0.0,0.0,20.0,0.0,0
269,4,0.0,9.0,3.0,2.0,2.0,1.0,1,1,0.0,0.0,30.0,0.0,0
270,4,0.0,9.0,2.0,0.0,7.0,2.0,0,1,0.0,0.0,40.0,0.0,0
271,5,0.0,12.0,2.0,2.0,3.0,1.0,0,1,0.0,0.0,15.0,0.0,0
272,4,3.0,2.0,5.0,0.0,4.0,0.0,1,1,0.0,0.0,40.0,0.0,0
273,4,0.0,13.0,0.0,2.0,8.0,1.0,1,1,0.0,0.0,40.0,0.0,0
274,4,0.0,1.0,0.0,2.0,5.0,3.0,1,1,0.0,0.0,40.0,0.0,0
275,4,0.0,14.0,1.0,0.0,6.0,2.0,0,1,0.0,0.0,40.0,0.0,0
276,5,1.0,6.0,6.0,0.0,1.0,2.0,0,1,0.0,0.0,42.0,0.0,0
277,4,4.0,5.0,6.0,1.0,5.0,5.0,0,1,0.0,0.0,40.0,0.0,0
